"week","rank_away","rank_home","game_type","neutral","spread","home_win","home_season","average_spread","average_fumbles","average_q1_points","average_q2_points","average_q3_points","average_q4_points","average_first_downs","average_run_pass_ratio","average_rush_yard_to_total_yards","average_time_of_possession","average_interceptions","average_number_of_penalties","average_penalty_yards","average_third_down_completion_rate","average_pass_completion_rate"
13,26,13,"regular","False",24,"Win","Oklahoma_2023",21.666666666666668,0.6666666666666666,11.666666666666666,18.333333333333332,8.0,15.0,28.333333333333332,1.152046783625731,0.37059697620735305,29.61,0.6666666666666666,5.333333333333333,47.666666666666664,0.5267857142857143,0.6427875243664717
17,14,12,"post","True",-14,"Loss","Oklahoma_2023",16.333333333333332,1.6666666666666667,9.333333333333334,19.666666666666668,11.333333333333334,10.333333333333334,26.0,1.0003898635477582,0.3472801214063031,29.226666666666663,1.3333333333333333,6.0,60.666666666666664,0.5365079365079365,0.6160818713450292
1,26,16,"regular","False",48,"Win","Oklahoma_2024",48.0,0.0,17.0,17.0,3.0,14.0,18.0,1.2413793103448276,0.582010582010582,28.48,0.0,7.0,62.0,0.08333333333333333,0.6551724137931034
2,26,15,"regular","False",4,"Win","Oklahoma_2024",4.0,0.0,7.0,7.0,0.0,2.0,15.0,0.90625,0.30120481927710846,24.95,1.0,5.0,67.0,0.2857142857142857,0.59375
3,26,15,"regular","False",15,"Win","Oklahoma_2024",22.333333333333332,0.0,10.333333333333334,12.666666666666666,2.0,8.666666666666666,18.666666666666668,1.215876436781609,0.46823512421146507,28.376666666666665,0.6666666666666666,6.0,58.0,0.2896825396825397,0.6274185823754789
4,6,15,"regular","False",-10,"Loss","Oklahoma_2024",3.0,0.6666666666666666,5.666666666666667,7.0,1.0,8.0,18.0,1.1354166666666667,0.3282856509286585,26.99,1.0,4.666666666666667,48.0,0.32857142857142857,0.5854983660130718
7,1,18,"regular","True",-31,"Loss","Oklahoma_2024",-8.666666666666666,1.3333333333333333,4.333333333333333,4.666666666666667,1.0,7.333333333333333,19.0,1.2666666666666666,0.3530598532230682,29.379999999999995,0.6666666666666666,5.333333333333333,42.0,0.3222222222222222,0.5986928104575163
8,26,26,"regular","False",-26,"Loss","Oklahoma_2024",-22.333333333333332,2.0,2.0,1.0,2.0,4.0,17.666666666666668,1.092063492063492,0.23994005750497985,28.22,1.0,4.333333333333333,36.0,0.2608187134502924,0.5621848739495797
10,26,26,"regular","False",45,"Win","Oklahoma_2024",-4.0,1.6666666666666667,3.3333333333333335,10.333333333333334,6.666666666666667,3.3333333333333335,21.0,1.4253968253968254,0.37686344705994834,30.02333333333333,0.6666666666666666,5.333333333333333,47.0,0.4322472848788639,0.6164835164835164
13,7,26,"regular","False",21,"Win","Oklahoma_2024",13.333333333333334,1.3333333333333333,2.3333333333333335,13.666666666666666,11.333333333333334,3.3333333333333335,21.0,2.380952380952381,0.5152773819295794,30.709999999999997,0.6666666666666666,4.333333333333333,37.333333333333336,0.4989139515455305,0.6553724053724054
1,26,18,"regular","True",22,"Win","Ole Miss_2014",22.0,0.0,7.0,0.0,0.0,28.0,22.0,0.9444444444444444,0.15502183406113537,23.77,3.0,14.0,78.0,0.38461538461538464,0.6944444444444444
3,26,14,"regular","False",41,"Win","Ole Miss_2014",41.0,0.0,14.0,14.0,21.0,7.0,27.0,0.9722222222222222,0.3862815884476534,28.68,1.0,4.0,30.0,0.5833333333333334,0.8055555555555556
5,26,10,"regular","False",21,"Win","Ole Miss_2014",28.0,0.6666666666666666,9.333333333333334,4.666666666666667,7.0,17.333333333333332,25.0,1.0172672672672671,0.3197145993652144,31.89,2.0,9.333333333333334,75.0,0.4782051282051283,0.6981981981981983
6,3,11,"regular","False",6,"Win","Ole Miss_2014",22.666666666666668,1.0,8.0,4.666666666666667,9.333333333333334,12.333333333333334,23.0,1.0465384739578287,0.34551262205839356,32.84,1.0,5.666666666666667,57.333333333333336,0.4928571428571429,0.6602651038134909
8,26,3,"regular","False",31,"Win","Ole Miss_2014",19.333333333333332,1.0,3.3333333333333335,4.666666666666667,5.666666666666667,13.333333333333334,20.0,1.2278407439697763,0.37341005602231764,34.303333333333335,0.6666666666666666,4.666666666666667,52.333333333333336,0.4150793650793651,0.5422842197035745
10,3,4,"regular","False",-4,"Loss","Ole Miss_2014",11.0,1.0,3.3333333333333335,8.0,8.0,10.0,19.333333333333332,1.0994623655913978,0.3344735734383833,29.169999999999998,0.0,3.3333333333333335,29.333333333333332,0.3877289377289377,0.5774193548387097
11,26,11,"regular","False",48,"Win","Ole Miss_2014",25.0,0.6666666666666666,7.0,15.0,8.0,7.666666666666667,21.333333333333332,1.1553763440860214,0.46637660605815906,29.113333333333333,0.3333333333333333,3.6666666666666665,34.333333333333336,0.43534798534798536,0.6505376344086021
14,4,19,"regular","False",14,"Win","Ole Miss_2014",19.333333333333332,0.6666666666666666,9.333333333333334,10.333333333333334,10.333333333333334,6.666666666666667,20.333333333333332,0.9833333333333334,0.43816475789990444,26.173333333333332,0.6666666666666666,4.0,37.666666666666664,0.41391941391941395,0.6505376344086021
1,26,17,"regular","False",73,"Win","Ole Miss_2015",73.0,0.0,27.0,14.0,14.0,21.0,28.0,1.2857142857142858,0.5105740181268882,23.85,1.0,3.0,30.0,0.4444444444444444,0.6785714285714286
2,26,17,"regular","False",52,"Win","Ole Miss_2015",52.0,2.0,28.0,7.0,21.0,17.0,27.0,0.9459459459459459,0.3542009884678748,25.3,1.0,5.0,58.0,0.6428571428571429,0.7027027027027027
4,26,3,"regular","False",11,"Win","Ole Miss_2015",45.333333333333336,0.6666666666666666,20.666666666666668,9.0,14.0,15.0,28.0,1.0772200772200773,0.3948967536106837,25.26666666666667,1.3333333333333333,6.333333333333333,69.0,0.4393569393569394,0.6509009009009009
6,26,14,"regular","False",49,"Win","Ole Miss_2015",37.333333333333336,1.3333333333333333,17.333333333333332,9.0,14.0,10.333333333333334,29.0,0.9724581724581726,0.35753749443555555,25.060000000000002,1.3333333333333333,6.333333333333333,66.66666666666667,0.49954212454212454,0.6628056628056629
8,15,24,"regular","False",20,"Win","Ole Miss_2015",26.666666666666668,1.0,10.333333333333334,9.666666666666666,9.333333333333334,4.666666666666667,29.333333333333332,1.0717770034843206,0.4022447374869575,28.56,2.0,8.0,83.33333333333333,0.42560728744939275,0.6399535423925667
10,26,18,"regular","False",-1,"Loss","Ole Miss_2015",22.666666666666668,1.0,10.333333333333334,11.0,11.666666666666666,7.0,30.0,1.0521691603470655,0.4210300482214208,25.993333333333336,1.3333333333333333,5.666666666666667,51.0,0.5486842105263158,0.6847714695634352
12,15,22,"regular","False",21,"Win","Ole Miss_2015",13.333333333333334,0.6666666666666666,5.666666666666667,13.333333333333334,11.666666666666666,4.666666666666667,26.666666666666668,1.0322812051649928,0.4054819186382035,26.166666666666668,1.0,7.0,56.333333333333336,0.42368421052631583,0.6329507412721186
17,16,12,"post","True",28,"Win","Ole Miss_2015",16.0,0.3333333333333333,6.666666666666667,18.333333333333332,11.666666666666666,7.0,26.666666666666668,0.9700280112044819,0.36725641589293717,23.60666666666667,0.3333333333333333,5.333333333333333,45.333333333333336,0.4371794871794872,0.6310924369747899
2,26,19,"regular","False",25,"Win","Ole Miss_2016",25.0,0.0,10.0,14.0,7.0,7.0,22.0,1.1333333333333333,0.4182692307692308,24.57,1.0,2.0,25.0,0.7692307692307693,0.7333333333333333
3,1,19,"regular","False",-5,"Loss","Ole Miss_2016",-5.0,2.0,7.0,17.0,3.0,16.0,23.0,0.825,0.19348659003831417,24.62,0.0,6.0,65.0,0.3333333333333333,0.65
4,12,23,"regular","False",31,"Win","Ole Miss_2016",17.0,0.6666666666666666,11.333333333333334,15.0,8.0,7.666666666666667,22.666666666666668,0.9972222222222222,0.32156566575937773,24.463333333333335,0.6666666666666666,4.0,38.333333333333336,0.4415954415954417,0.6944444444444443
5,26,16,"regular","False",20,"Win","Ole Miss_2016",15.333333333333334,0.6666666666666666,12.666666666666666,13.666666666666666,9.0,10.0,26.666666666666668,0.9527777777777778,0.3226340418277538,27.013333333333332,0.6666666666666666,5.333333333333333,51.666666666666664,0.2760942760942761,0.6772727272727272
9,15,26,"regular","False",-11,"Loss","Ole Miss_2016",13.333333333333334,0.0,14.666666666666666,11.0,10.333333333333334,4.666666666666667,29.666666666666668,0.8529190207156309,0.3195420205869122,27.99,1.0,5.333333333333333,41.666666666666664,0.3108164983164983,0.6639958911145353
10,26,26,"regular","False",10,"Win","Ole Miss_2016",6.333333333333333,0.0,10.0,15.666666666666666,6.666666666666667,5.666666666666667,30.333333333333332,1.0441888619854722,0.3500431099115309,27.906666666666666,1.0,6.0,55.0,0.3795995670995671,0.6330435101621542
13,26,26,"regular","False",-35,"Loss","Ole Miss_2016",-12.0,0.0,8.666666666666666,15.666666666666666,3.3333333333333335,1.0,29.333333333333332,0.9747444175410277,0.34086478823320926,27.626666666666665,1.3333333333333333,5.0,40.0,0.39980158730158727,0.5932707828894269
1,26,26,"regular","False",20,"Win","Ole Miss_2017",20.0,1.0,10.0,3.0,27.0,7.0,23.0,0.8285714285714286,0.192090395480226,28.15,0.0,7.0,45.0,0.5454545454545454,0.8
2,26,26,"regular","False",22,"Win","Ole Miss_2017",22.0,0.0,7.0,10.0,21.0,7.0,24.0,0.4186046511627907,0.09944751381215469,22.88,1.0,7.0,62.0,0.6,0.7441860465116279
7,26,26,"regular","False",22,"Win","Ole Miss_2017",21.333333333333332,0.3333333333333333,8.0,13.666666666666666,20.0,8.0,24.666666666666668,0.8062015503875969,0.23648278568452488,26.403333333333336,0.3333333333333333,8.333333333333334,62.0,0.4727272727272727,0.7242524916943521
8,24,26,"regular","False",-16,"Loss","Ole Miss_2017",9.333333333333334,0.0,5.666666666666667,13.666666666666666,14.333333333333334,8.333333333333334,24.0,0.8045208781186893,0.3194267172583593,24.463333333333335,1.3333333333333333,7.666666666666667,65.33333333333333,0.3742424242424242,0.6242524916943522
9,26,26,"regular","False",-1,"Loss","Ole Miss_2017",1.6666666666666667,0.6666666666666666,10.333333333333334,13.666666666666666,7.333333333333333,8.0,23.333333333333332,0.9872082166199814,0.4028853198392312,23.353333333333335,1.3333333333333333,6.333333333333333,53.666666666666664,0.3223905723905724,0.5984126984126984
11,26,26,"regular","False",28,"Win","Ole Miss_2017",3.6666666666666665,0.6666666666666666,15.0,9.0,5.666666666666667,7.333333333333333,24.333333333333332,0.994880174291939,0.3795464758377099,23.87,1.6666666666666667,3.3333333333333335,34.0,0.48789173789173795,0.648148148148148
12,26,26,"regular","False",-7,"Loss","Ole Miss_2017",6.666666666666667,1.0,18.666666666666668,11.333333333333334,2.3333333333333335,4.666666666666667,23.666666666666668,1.102723311546841,0.4047804260773722,25.5,1.0,6.0,49.666666666666664,0.5222054633819341,0.6677559912854031
2,26,26,"regular","False",35,"Win","Ole Miss_2018",35.0,0.0,14.0,21.0,14.0,27.0,26.0,0.9142857142857143,0.2585139318885449,22.17,0.0,9.0,75.0,0.6,0.6857142857142857
3,1,26,"regular","False",-55,"Loss","Ole Miss_2018",-55.0,1.0,7.0,0.0,0.0,0.0,9.0,1.6818181818181819,0.4637096774193548,25.67,2.0,8.0,67.0,0.25,0.3181818181818182
4,26,26,"regular","False",21,"Win","Ole Miss_2018",0.3333333333333333,0.3333333333333333,9.333333333333334,7.0,10.333333333333334,13.666666666666666,20.333333333333332,1.1899293688767374,0.34775605205296606,26.656666666666666,1.0,8.333333333333334,77.33333333333333,0.4371794871794872,0.5802460697197539
6,26,26,"regular","False",49,"Win","Ole Miss_2018",5.0,0.3333333333333333,11.666666666666666,9.333333333333334,10.333333333333334,7.0,23.333333333333332,1.2577164837226757,0.3862820779851945,29.36666666666667,1.0,7.666666666666667,76.66666666666667,0.4594017094017094,0.6555962097757764
8,26,26,"regular","False",-15,"Loss","Ole Miss_2018",18.333333333333332,0.0,10.333333333333334,10.333333333333334,11.333333333333334,9.333333333333334,29.333333333333332,0.9737061677974662,0.32343478059037595,30.870000000000005,0.3333333333333333,7.0,66.0,0.4937154348919055,0.7410249654172979
10,26,26,"regular","False",-4,"Loss","Ole Miss_2018",10.0,0.3333333333333333,9.0,18.333333333333332,9.0,7.0,32.0,0.9963669865109165,0.3446666848867963,32.02,0.0,5.666666666666667,47.666666666666664,0.45751633986928103,0.7106887081073565
13,18,26,"regular","False",-32,"Loss","Ole Miss_2018",-17.0,0.6666666666666666,2.0,10.0,4.333333333333333,4.666666666666667,24.666666666666668,1.01048463356974,0.28522508024745163,29.84333333333333,0.6666666666666666,4.333333333333333,31.333333333333332,0.23529411764705885,0.5801004728132387
2,26,26,"regular","False",14,"Win","Ole Miss_2019",14.0,2.0,7.0,3.0,7.0,14.0,23.0,2.2083333333333335,0.4906832298136646,32.47,0.0,5.0,60.0,0.5333333333333333,0.6666666666666666
3,26,26,"regular","False",11,"Win","Ole Miss_2019",11.0,2.0,13.0,14.0,7.0,6.0,24.0,1.6666666666666667,0.4793028322440087,32.07,0.0,3.0,15.0,0.47058823529411764,0.7
4,23,26,"regular","False",-8,"Loss","Ole Miss_2019",5.666666666666667,1.3333333333333333,9.0,7.666666666666667,4.666666666666667,9.0,24.666666666666668,1.5555555555555556,0.4357096397335101,31.179999999999996,0.0,4.666666666666667,43.333333333333336,0.4326797385620915,0.6569444444444444
6,26,26,"regular","False",25,"Win","Ole Miss_2019",9.333333333333334,0.6666666666666666,10.0,6.666666666666667,7.0,6.666666666666667,22.0,1.6342592592592595,0.5410287714622887,29.346666666666664,0.0,4.666666666666667,41.333333333333336,0.3501400560224089,0.6199074074074075
8,26,26,"regular","False",-7,"Loss","Ole Miss_2019",3.3333333333333335,0.3333333333333333,8.0,2.0,7.0,5.666666666666667,21.333333333333332,1.5518219832735962,0.5870224775867138,27.28333333333333,0.3333333333333333,6.0,58.0,0.27661064425770304,0.5371117084826763
11,26,26,"regular","False",38,"Win","Ole Miss_2019",18.666666666666668,0.6666666666666666,9.0,4.666666666666667,9.333333333333334,6.666666666666667,23.0,2.358108532981199,0.7205161126645073,29.156666666666666,0.3333333333333333,4.666666666666667,46.333333333333336,0.38690476190476186,0.5637929950323839
12,1,26,"regular","False",-21,"Loss","Ole Miss_2019",3.3333333333333335,0.6666666666666666,5.666666666666667,7.0,10.0,9.0,26.666666666666668,2.0865035947095936,0.6698769466764506,29.21666666666667,0.6666666666666666,4.666666666666667,45.0,0.3522727272727273,0.5637929950323838
4,5,26,"regular","False",-16,"Loss","Ole Miss_2020",-16.0,0.0,7.0,7.0,7.0,14.0,29.0,1.3636363636363635,0.27732463295269166,26.52,1.0,4.0,45.0,0.6428571428571429,0.7272727272727273
6,2,26,"regular","False",-15,"Loss","Ole Miss_2020",-15.0,0.0,7.0,14.0,14.0,13.0,31.0,1.9655172413793103,0.4142194744976816,31.25,0.0,6.0,67.0,0.5294117647058824,0.7586206896551724
8,26,26,"regular","False",-7,"Loss","Ole Miss_2020",-12.666666666666666,0.0,4.666666666666667,11.666666666666666,9.333333333333334,11.333333333333334,28.333333333333332,1.716860725481415,0.4429771649459202,28.656666666666666,1.0,3.6666666666666665,39.0,0.5990896358543417,0.6976787580235856
11,26,26,"regular","False",17,"Win","Ole Miss_2020",-1.6666666666666667,0.3333333333333333,7.0,12.666666666666666,11.666666666666666,13.666666666666666,29.0,1.7623152709359606,0.44234353023287615,30.043333333333333,0.6666666666666666,4.333333333333333,39.0,0.5642911010558068,0.7469211822660098
13,26,26,"regular","False",7,"Win","Ole Miss_2020",5.666666666666667,0.3333333333333333,9.333333333333334,10.333333333333334,7.0,12.666666666666666,26.666666666666668,1.5125482625482622,0.403058250854861,28.81,0.6666666666666666,5.666666666666667,43.666666666666664,0.5359686609686609,0.7192728442728443
1,26,26,"regular","True",19,"Win","Ole Miss_2021",19.0,0.0,9.0,17.0,3.0,14.0,31.0,1.28125,0.3304042179261863,24.13,0.0,14.0,125.0,0.2222222222222222,0.6875
2,26,20,"regular","False",37,"Win","Ole Miss_2021",37.0,1.0,14.0,23.0,14.0,3.0,29.0,1.1025641025641026,0.5333333333333333,29.65,0.0,12.0,130.0,0.35714285714285715,0.6153846153846154
3,26,17,"regular","False",40,"Win","Ole Miss_2021",32.0,0.6666666666666666,14.0,20.333333333333332,12.666666666666666,5.666666666666667,33.666666666666664,1.410766317016317,0.4633014845546819,28.686666666666667,0.0,11.666666666666666,106.66666666666667,0.35978835978835977,0.6666181041181042
6,13,17,"regular","False",1,"Win","Ole Miss_2021",26.0,0.6666666666666666,11.0,21.666666666666668,15.0,8.0,30.666666666666668,1.7614607614607614,0.529926156047917,28.78333333333333,0.0,9.666666666666666,90.0,0.4047619047619048,0.6596736596736598
8,26,12,"regular","False",14,"Win","Ole Miss_2021",18.333333333333332,0.6666666666666666,6.333333333333333,19.666666666666668,15.0,7.0,29.333333333333332,2.0472727272727274,0.5400916406814869,29.19,0.0,9.666666666666666,82.0,0.41391941391941395,0.7212121212121213
10,26,16,"regular","False",13,"Win","Ole Miss_2021",9.333333333333334,0.3333333333333333,3.3333333333333335,17.333333333333332,9.0,7.0,22.333333333333332,1.77679012345679,0.4662763498942843,25.236666666666668,0.0,9.666666666666666,86.66666666666667,0.32132682132682133,0.7358024691358024
11,11,15,"regular","False",10,"Win","Ole Miss_2021",12.333333333333334,0.6666666666666666,6.666666666666667,12.0,5.666666666666667,4.666666666666667,25.666666666666668,1.503516850183517,0.4594904840658653,27.080000000000002,0.0,9.0,78.66666666666667,0.30644586894586895,0.7297964631297965
12,26,12,"regular","False",14,"Win","Ole Miss_2021",12.333333333333334,0.3333333333333333,10.0,11.0,1.0,7.0,25.0,1.1024357691024358,0.3701287819382057,23.80666666666667,0.3333333333333333,6.666666666666667,56.0,0.2199074074074074,0.715382048715382
17,7,8,"post","True",-14,"Loss","Ole Miss_2021",3.3333333333333335,0.3333333333333333,6.666666666666667,6.333333333333333,2.3333333333333335,7.0,25.0,1.286168521462639,0.41141224811437577,27.53333333333333,1.3333333333333333,6.0,46.0,0.23674242424242423,0.6351351351351352
1,26,21,"regular","False",18,"Win","Ole Miss_2022",18.0,2.0,7.0,14.0,7.0,0.0,24.0,1.5172413793103448,0.6143187066974596,23.03,1.0,3.0,16.0,0.6428571428571429,0.6551724137931034
2,26,22,"regular","False",56,"Win","Ole Miss_2022",56.0,0.0,28.0,3.0,21.0,7.0,25.0,1.15625,0.4568627450980392,23.73,1.0,9.0,79.0,0.375,0.5625
4,26,16,"regular","False",8,"Win","Ole Miss_2022",27.333333333333332,1.0,14.0,15.0,9.333333333333334,2.3333333333333335,25.333333333333332,1.5994971264367817,0.5792827061540552,24.180000000000003,0.6666666666666666,6.0,52.0,0.49484126984126986,0.5864463601532567
5,7,14,"regular","False",3,"Win","Ole Miss_2022",22.333333333333332,0.3333333333333333,16.333333333333332,12.0,8.0,2.3333333333333335,23.666666666666668,1.5420258620689655,0.5298982750995135,24.210000000000004,0.6666666666666666,6.0,57.0,0.44722222222222224,0.5404693486590038
7,26,9,"regular","False",14,"Win","Ole Miss_2022",8.333333333333334,0.3333333333333333,11.666666666666666,15.666666666666666,4.333333333333333,3.3333333333333335,25.0,2.3671355111917727,0.6359728617969376,26.150000000000002,0.6666666666666666,5.0,47.333333333333336,0.5327485380116959,0.5108640855011091
11,9,11,"regular","False",-6,"Loss","Ole Miss_2022",3.6666666666666665,0.3333333333333333,11.666666666666666,9.666666666666666,6.666666666666667,3.3333333333333335,23.333333333333332,2.169218844525106,0.5717324427178088,27.096666666666668,0.6666666666666666,5.0,43.666666666666664,0.543859649122807,0.5178085299455536
13,26,20,"regular","False",-2,"Loss","Ole Miss_2022",2.0,0.6666666666666666,9.0,11.333333333333334,5.666666666666667,5.333333333333333,23.333333333333332,2.054276315789474,0.4939559118383714,28.599999999999998,0.3333333333333333,5.333333333333333,40.0,0.45562435500515996,0.6103520017993702
17,26,26,"post","True",-17,"Loss","Ole Miss_2022",-8.333333333333334,1.3333333333333333,6.666666666666667,6.666666666666667,4.333333333333333,6.0,22.666666666666668,1.1933434959349594,0.35327594176896054,27.656666666666666,1.0,6.0,52.0,0.3733031674208145,0.6557092974775901
1,26,22,"regular","False",66,"Win","Ole Miss_2023",66.0,1.0,28.0,10.0,28.0,7.0,32.0,0.8048780487804879,0.2143928035982009,24.83,0.0,7.0,65.0,0.7272727272727273,0.7073170731707317
3,26,17,"regular","False",25,"Win","Ole Miss_2023",25.0,0.0,10.0,0.0,14.0,24.0,19.0,1.9473684210526316,0.5436363636363636,20.72,0.0,5.0,40.0,0.5,0.5263157894736842
5,13,20,"regular","False",6,"Win","Ole Miss_2023",32.333333333333336,0.3333333333333333,19.666666666666668,6.666666666666667,15.0,17.333333333333332,27.666666666666668,1.336218908747792,0.40234588860604464,25.423333333333332,0.0,7.666666666666667,75.33333333333333,0.5965909090909091,0.6334331764370275
6,26,16,"regular","False",7,"Win","Ole Miss_2023",12.666666666666666,0.0,13.666666666666666,5.666666666666667,5.666666666666667,18.333333333333332,24.0,1.6679262258209626,0.5180831489157178,26.30333333333333,0.0,7.0,68.33333333333333,0.44940476190476186,0.6109941520467835
9,26,12,"regular","False",26,"Win","Ole Miss_2023",13.0,0.0,14.666666666666666,10.0,1.0,12.666666666666666,25.0,1.4785735337459476,0.47376197897969874,28.403333333333332,0.3333333333333333,7.333333333333333,70.33333333333333,0.4109432234432235,0.6654406130268199
10,26,10,"regular","False",3,"Win","Ole Miss_2023",12.0,0.0,10.0,11.0,3.6666666666666665,8.0,23.0,1.393103448275862,0.4083910637504266,26.289999999999996,0.3333333333333333,6.333333333333333,50.333333333333336,0.34465534465534464,0.6856426332288402
12,26,13,"regular","False",32,"Win","Ole Miss_2023",20.333333333333332,0.0,9.0,8.666666666666666,10.666666666666666,7.0,25.0,1.1356960408684547,0.3061962290151148,25.776666666666667,0.3333333333333333,7.333333333333333,62.666666666666664,0.4160839160839161,0.7315685591547662
1,26,6,"regular","False",76,"Win","Ole Miss_2024",76.0,0.0,24.0,28.0,21.0,3.0,37.0,0.8222222222222222,0.31476683937823835,29.17,0.0,3.0,35.0,0.5714285714285714,0.6444444444444445
2,26,6,"regular","False",49,"Win","Ole Miss_2024",49.0,0.0,17.0,14.0,14.0,7.0,34.0,1.3548387096774193,0.3938931297709924,26.95,0.0,8.0,80.0,0.7777777777777778,0.8709677419354839
4,26,5,"regular","False",39,"Win","Ole Miss_2024",54.666666666666664,0.0,19.333333333333332,16.333333333333332,16.333333333333332,8.0,32.333333333333336,1.0893233409362442,0.3564835811496887,27.23,0.3333333333333333,7.333333333333333,83.33333333333333,0.6164021164021164,0.7374606277832084
5,26,6,"regular","False",-3,"Loss","Ole Miss_2024",28.333333333333332,0.3333333333333333,13.666666666666666,7.0,12.666666666666666,7.0,24.666666666666668,1.1732739582201948,0.338435711177528,24.266666666666666,0.3333333333333333,9.0,89.33333333333333,0.45925925925925926,0.7448680351906157
9,26,18,"regular","False",12,"Win","Ole Miss_2024",16.0,0.6666666666666666,10.333333333333334,3.3333333333333335,12.333333333333334,5.666666666666667,19.333333333333332,1.0661054994388328,0.26766431704333754,24.03333333333333,0.3333333333333333,8.666666666666666,94.0,0.3282051282051282,0.698989898989899
11,3,16,"regular","False",18,"Win","Ole Miss_2024",9.0,0.6666666666666666,8.0,3.0,9.666666666666666,3.0,17.0,1.1310405643738977,0.2599112209920911,24.76,0.3333333333333333,6.0,59.0,0.2641025641025641,0.6809523809523809
14,26,14,"regular","False",12,"Win","Ole Miss_2024",14.0,0.3333333333333333,9.0,5.333333333333333,7.333333333333333,5.0,19.333333333333332,1.4813492063492066,0.3863029740598347,28.573333333333334,0.3333333333333333,4.666666666666667,54.666666666666664,0.3789173789173789,0.6531746031746032
17,26,14,"post","True",32,"Win","Ole Miss_2024",20.666666666666668,0.0,11.333333333333334,7.666666666666667,7.666666666666667,8.666666666666666,22.333333333333332,1.4342020592020592,0.4112322326902818,29.813333333333333,0.6666666666666666,4.333333333333333,38.333333333333336,0.4325304325304325,0.6609824109824111
1,26,3,"regular","False",49,"Win","Oregon_2014",49.0,1.0,21.0,20.0,7.0,14.0,32.0,1.1875,0.43536404160475484,20.93,0.0,9.0,64.0,0.7777777777777778,0.78125
2,7,3,"regular","False",19,"Win","Oregon_2014",19.0,0.0,8.0,10.0,14.0,14.0,19.0,1.4285714285714286,0.35234215885947046,26.33,0.0,9.0,70.0,0.375,0.6071428571428571
3,26,2,"regular","False",34,"Win","Oregon_2014",34.0,0.3333333333333333,9.666666666666666,19.0,11.666666666666666,11.666666666666666,27.666666666666668,1.269873271889401,0.420242594399346,23.209999999999997,0.0,7.333333333333333,54.666666666666664,0.656986531986532,0.7316148233486942
6,26,2,"regular","False",-7,"Loss","Oregon_2014",15.333333333333334,0.6666666666666666,2.6666666666666665,14.666666666666666,11.666666666666666,10.333333333333334,25.333333333333332,1.2881813526974817,0.38274456558341136,25.05666666666667,0.0,7.666666666666667,59.666666666666664,0.492965367965368,0.6833193688032396
8,26,9,"regular","False",25,"Win","Oregon_2014",17.333333333333332,0.6666666666666666,2.3333333333333335,18.333333333333332,9.333333333333334,9.0,28.666666666666668,1.3170413815575106,0.3964644476483051,26.463333333333335,0.0,7.0,66.33333333333333,0.5716690716690717,0.7233626588465297
10,26,5,"regular","False",29,"Win","Oregon_2014",15.666666666666666,0.6666666666666666,7.0,12.666666666666666,7.0,11.333333333333334,28.0,1.4138155751058978,0.4083143962608436,27.13,0.3333333333333333,8.0,76.33333333333333,0.504070004070004,0.6588465298142717
13,26,2,"regular","False",34,"Win","Oregon_2014",29.333333333333332,0.0,11.333333333333334,16.0,9.333333333333334,8.0,29.666666666666668,1.379303790594113,0.4486531102593363,27.75,0.3333333333333333,7.333333333333333,82.66666666666667,0.6088319088319089,0.6874660584338005
15,7,2,"regular","True",38,"Win","Oregon_2014",33.666666666666664,0.0,11.0,14.666666666666666,14.0,7.0,30.666666666666668,1.3242532855436082,0.4775071071923757,30.540000000000003,0.3333333333333333,9.333333333333334,80.66666666666667,0.5717948717948719,0.670041816009558
1,26,7,"regular","False",19,"Win","Oregon_2015",19.0,1.0,20.0,17.0,17.0,7.0,34.0,2.28,0.6634746922024624,26.78,0.0,8.0,70.0,0.5,0.76
3,26,12,"regular","False",33,"Win","Oregon_2015",33.0,1.0,13.0,20.0,14.0,14.0,29.0,1.7096774193548387,0.5769944341372912,28.9,0.0,7.0,62.0,0.3333333333333333,0.7419354838709677
4,18,13,"regular","False",-42,"Loss","Oregon_2015",3.3333333333333335,1.0,13.0,14.666666666666666,10.333333333333334,9.333333333333334,27.666666666666668,1.7743369175627237,0.5984897087799178,26.336666666666662,0.6666666666666666,8.333333333333334,74.0,0.373015873015873,0.6562007168458782
6,26,26,"regular","False",-7,"Loss","Oregon_2015",-5.333333333333333,1.0,9.666666666666666,11.333333333333334,7.0,9.333333333333334,22.333333333333332,1.7087813620071686,0.6337417344560201,26.453333333333333,1.0,7.333333333333333,65.33333333333333,0.310515873015873,0.5834229390681003
10,26,26,"regular","False",16,"Win","Oregon_2015",-11.0,0.6666666666666666,6.333333333333333,14.0,3.3333333333333335,8.0,24.666666666666668,1.8630268199233717,0.646043461043461,29.24333333333333,1.6666666666666667,8.333333333333334,74.66666666666667,0.3954831932773109,0.5315134099616858
12,24,23,"regular","False",20,"Win","Oregon_2015",9.666666666666666,0.3333333333333333,9.0,17.333333333333332,5.666666666666667,9.0,27.333333333333332,1.925249042145594,0.5596593779984783,29.833333333333332,1.3333333333333333,6.333333333333333,58.666666666666664,0.38357843137254904,0.6426245210727969
13,26,17,"regular","False",10,"Win","Oregon_2015",15.333333333333334,0.3333333333333333,10.333333333333334,20.666666666666668,5.666666666666667,11.333333333333334,33.666666666666664,1.678173018753781,0.455573552844404,31.540000000000003,1.0,7.666666666666667,75.0,0.48774509803921573,0.7076830006049607
